ARTIST,TITLE,METADATA_URL,IMAGE_LINK,IMAGE_NAME,DESCRIPTION,TIMEFRAME,TECHNIQUE,valid
CARAVAGGIO,Rest on Flight to Egypt (detail),https://www.wga.hu/html/c/caravagg/02/13fligh1.html,https://www.wga.hu/art/c/caravagg/02/13fligh1.jpg,web_gallery_ccaravagg0213fligh1.jpg,"The composition fans out from an exquisite angel who is playing music. Joseph is wearing clothes of earth-color and is holding a book of music, from which the angel is playing a violin solo, whilst the donkey's large eyes peeps out from under the brown foliage.",1551-1600,Oil on canvas,200.0
CARAVAGGIO,Rest on Flight to Egypt (detail),https://www.wga.hu/html/c/caravagg/02/13fligh2.html,https://www.wga.hu/art/c/caravagg/02/13fligh2.jpg,web_gallery_ccaravagg0213fligh2.jpg,"The composition fans out from an exquisite angel who is playing music. Joseph is wearing clothes of earth-color and is holding a book of music, from which the angel is playing a violin solo, whilst the donkey's large eyes peeps out from under the brown foliage.",1551-1600,Oil on canvas,200.0
CARAVAGGIO,Rest on Flight to Egypt (detail),https://www.wga.hu/html/c/caravagg/02/13fligh3.html,https://www.wga.hu/art/c/caravagg/02/13fligh3.jpg,web_gallery_ccaravagg0213fligh3.jpg,"The golden section splits the composition into two parts: the left-hand one, with St Joseph, the donkey, and stones, is dedicated to earthly life, while the right-hand area, which includes the Madonna and Child among living plants, is devoted to the divine world.",1551-1600,Oil on canvas,200.0
CARAVAGGIO,St Catherine of Alexandria,https://www.wga.hu/html/c/caravagg/02/15cather.html,https://www.wga.hu/art/c/caravagg/02/15cather.jpg,web_gallery_ccaravagg0215cather.jpg,"The painting formerly belonged to Cardinal Del Monte, one of the artist's patrons.",1551-1600,Oil on canvas,200.0
CARAVAGGIO,Martha and Mary Magdalene,https://www.wga.hu/html/c/caravagg/02/16martha.html,https://www.wga.hu/art/c/caravagg/02/16martha.jpg,web_gallery_ccaravagg0216martha.jpg,"The painting has an iconographically very unusual theme. It shows Martha reproaching Mary Magdalene for her vanity, a subject that we know through a series of copies. The painting at Detroit has recently been recognized as the original.",1551-1600,Oil on canvas,200.0
CARAVAGGIO,St John the Baptist (Youth with Ram),https://www.wga.hu/html/c/caravagg/03/271y_ram.html,https://www.wga.hu/art/c/caravagg/03/271y_ram.jpg,web_gallery_ccaravagg03271y_ram.jpg,"This painting exists in two versions, both of which are probably by Caravaggio (who frequently copied his own paintings). Both versions are in Rome, the other in the Galleria Doria Pamphilj.",1551-1600,Oil on canvas,200.0
CARAVAGGIO,St John the Baptist (Youth with Ram),https://www.wga.hu/html/c/caravagg/03/271y_ran.html,https://www.wga.hu/art/c/caravagg/03/271y_ran.jpg,web_gallery_ccaravagg03271y_ran.jpg,"This painting exists in two versions, both of which are probably by Caravaggio (who frequently copied his own paintings). Both versions are in Rome, the other in the Galleria Doria Pamphilj.",1551-1600,Oil on canvas,200.0
CARAVAGGIO,St John the Baptist (Youth with Ram),https://www.wga.hu/html/c/caravagg/03/272y_ram.html,https://www.wga.hu/art/c/caravagg/03/272y_ram.jpg,web_gallery_ccaravagg03272y_ram.jpg,"In this picture the totally naked boy sits leaning far back, like one of the 'ignudi' who adorn Michelangelo's Sistine Chapel ceiling. Here, he is propping his left elbow on some white drapery, has straightened out his left leg behind him, and is supporting his bent right leg by gripping the toes. A magnificent piece of red fabric provides pictorial ornament, at the bottom on the left. The Baptist's body is so firmly embedded in the yielding hide of his coarse garment that the energetically black contours from his upper thigh to his back stand out in a clear flow of lines. With his right arm, the boy is reaching for a ram which has suddenly materialized from the depth of the picture. Its nose and mouth are nearly touching the smiling boy's cheek.",1551-1600,Oil on canvas,200.0
CARAVAGGIO,The Calling of Saint Matthew,https://www.wga.hu/html/c/caravagg/04/23conta.html,https://www.wga.hu/art/c/caravagg/04/23conta.jpg,web_gallery_ccaravagg0423conta.jpg,"This painting is the pendant to the Martyrdom of St Matthew and hanging opposite in the Contarelli Chapel of the San Luigi dei Francesi, the French Church in Rome. It was particularly appropriate to both the place and the time, for Rome's French community had something to celebrate: Henri IV, heir to St Louis, had recently converted to the faith of his ancestors.",1551-1600,Oil on canvas,200.0
CARAVAGGIO,The Calling of Saint Matthew,https://www.wga.hu/html/c/caravagg/04/23conta0.html,https://www.wga.hu/art/c/caravagg/04/23conta0.jpg,web_gallery_ccaravagg0423conta0.jpg,"This painting is the pendant to the Martyrdom of St Matthew and hanging opposite in the Contarelli Chapel of the San Luigi dei Francesi, the French Church in Rome. It was particularly appropriate to both the place and the time, for Rome's French community had something to celebrate: Henri IV, heir to St Louis, had recently converted to the faith of his ancestors.",1551-1600,Oil on canvas,200.0
CARAVAGGIO,The Calling of Saint Matthew (detail),https://www.wga.hu/html/c/caravagg/04/23conta1.html,https://www.wga.hu/art/c/caravagg/04/23conta1.jpg,web_gallery_ccaravagg0423conta1.jpg,"Two figures, unaware what was going on, continue counting the money.",1551-1600,Oil on canvas,200.0
CARAVAGGIO,The Calling of Saint Matthew (detail),https://www.wga.hu/html/c/caravagg/04/23conta2.html,https://www.wga.hu/art/c/caravagg/04/23conta2.jpg,web_gallery_ccaravagg0423conta2.jpg,"On the right, two youths are sitting opposite each other. The younger one, more strongly lit, is leaning back, putting his arm on St Matthew's shoulder for protection. The youth opposite, with his sword dangling against his upper tigh, spreads out his legs as he turns right.",1551-1600,Oil on canvas,200.0
CARAVAGGIO,The Calling of Saint Matthew (detail),https://www.wga.hu/html/c/caravagg/04/23conta3.html,https://www.wga.hu/art/c/caravagg/04/23conta3.jpg,web_gallery_ccaravagg0423conta3.jpg,"A youth on the right, strongly lit, is leaning back, putting his arm on St Matthew's shoulder.",1551-1600,Oil on canvas,200.0
CARAVAGGIO,The Calling of Saint Matthew (detail),https://www.wga.hu/html/c/caravagg/04/23conta4.html,https://www.wga.hu/art/c/caravagg/04/23conta4.jpg,web_gallery_ccaravagg0423conta4.jpg,"Matthew brings his hand to his chest, as though to ask if it were he that they wanted.",1551-1600,Oil on canvas,200.0
CARAVAGGIO,The Calling of Saint Matthew (detail),https://www.wga.hu/html/c/caravagg/04/23conta5.html,https://www.wga.hu/art/c/caravagg/04/23conta5.jpg,web_gallery_ccaravagg0423conta5.jpg,The picture shows the head of Matthew.,1551-1600,Oil on canvas,200.0
CARAVAGGIO,The Calling of Saint Matthew (detail),https://www.wga.hu/html/c/caravagg/04/23conta6.html,https://www.wga.hu/art/c/caravagg/04/23conta6.jpg,web_gallery_ccaravagg0423conta6.jpg,"There have been frequent criticism of how the handsome head of Christ relates to the outstretched right arm. Only as an afterthought, revealed by X-ray photographs, did Caravaggio decide to have St Peter, who is leaning forward clumsily and imitating Christ's gesture.",1551-1600,Oil on canvas,200.0
CARAVAGGIO,The Calling of Saint Matthew (detail),https://www.wga.hu/html/c/caravagg/04/23conta7.html,https://www.wga.hu/art/c/caravagg/04/23conta7.jpg,web_gallery_ccaravagg0423conta7.jpg,"Christ comes in from the right with a majestic gesture, his head in profile and his face in darkness.",1551-1600,Oil on canvas,200.0
CARAVAGGIO,The Calling of Saint Matthew (detail),https://www.wga.hu/html/c/caravagg/04/23conta8.html,https://www.wga.hu/art/c/caravagg/04/23conta8.jpg,web_gallery_ccaravagg0423conta8.jpg,,1551-1600,Oil on canvas,200.0
CARAVAGGIO,The Calling of Saint Matthew (detail),https://www.wga.hu/html/c/caravagg/04/23conta9.html,https://www.wga.hu/art/c/caravagg/04/23conta9.jpg,web_gallery_ccaravagg0423conta9.jpg,,1551-1600,Oil on canvas,200.0
CARAVAGGIO,The Martyrdom of St Matthew,https://www.wga.hu/html/c/caravagg/04/24conta.html,https://www.wga.hu/art/c/caravagg/04/24conta.jpg,web_gallery_ccaravagg0424conta.jpg,"Nothing that Caravaggio had done before was equal in scale, majesty or beauty to the first painting he produced for the Contarelli Chapel in San Luigi dei Francesi, the French Church in Rome. The Martyrdom of St Matthew hangs on the right wall of the Contarelli Chapel and is lit from the left, as if from the window behind the altar.",1551-1600,Oil on canvas,200.0
CARAVAGGIO,The Martyrdom of St Matthew (detail),https://www.wga.hu/html/c/caravagg/04/24conta0.html,https://www.wga.hu/art/c/caravagg/04/24conta0.jpg,web_gallery_ccaravagg0424conta0.jpg,"The picture's main figure is also half-naked. This is not the martyr, but his executioner. In terms of stroboscopic figures, his feet are level with the falling figure to his left. He has emerged from the depth of the picture to stand near the altar. This is hard to understand in a pictorial narrative which ought to be clarifying the passage of time in spatial terms. Insofar as the murderer has associated himself with the half-naked man in the foreground, left, the fall of the latter suggests that his power will also be shortlived.",1551-1600,Oil on canvas,200.0
CARAVAGGIO,The Martyrdom of St Matthew (detail),https://www.wga.hu/html/c/caravagg/04/24conta1.html,https://www.wga.hu/art/c/caravagg/04/24conta1.jpg,web_gallery_ccaravagg0424conta1.jpg,On the right side of this detail the assumed self-portrait of the artist can be seen.,1551-1600,Oil on canvas,200.0
CARAVAGGIO,The Martyrdom of St Matthew (detail),https://www.wga.hu/html/c/caravagg/04/24conta2.html,https://www.wga.hu/art/c/caravagg/04/24conta2.jpg,web_gallery_ccaravagg0424conta2.jpg,The picture's main figure is the executioner.,1551-1600,Oil on canvas,200.0
CARAVAGGIO,The Martyrdom of St Matthew (detail),https://www.wga.hu/html/c/caravagg/04/24conta3.html,https://www.wga.hu/art/c/caravagg/04/24conta3.jpg,web_gallery_ccaravagg0424conta3.jpg,"St Matthew, a bearded old man, is thrown to the ground.",1551-1600,Oil on canvas,200.0
CARAVAGGIO,The Martyrdom of St Matthew (detail),https://www.wga.hu/html/c/caravagg/04/24conta4.html,https://www.wga.hu/art/c/caravagg/04/24conta4.jpg,web_gallery_ccaravagg0424conta4.jpg,An angel reaches down to proffer the palm of martyrdom.,1551-1600,Oil on canvas,200.0
CARAVAGGIO,The Martyrdom of St Matthew (detail),https://www.wga.hu/html/c/caravagg/04/24conta5.html,https://www.wga.hu/art/c/caravagg/04/24conta5.jpg,web_gallery_ccaravagg0424conta5.jpg,"A boy who acts as altar-boy to the old man, whose service has been interrupted, flees screaming to the right. He is one of those expressive studies of emotion which, like the Medusa in Florence, have contributed greatly to Caravaggio's renown.",1551-1600,Oil on canvas,200.0
CARAVAGGIO,St Matthew and the Angel,https://www.wga.hu/html/c/caravagg/04/25conta.html,https://www.wga.hu/art/c/caravagg/04/25conta.jpg,web_gallery_ccaravagg0425conta.jpg,"The picture shows the first version of the St Matthew and the Angel, executed for the Contarelli Chapel in the San Luigi dei Francesi in Rome.  This painting was rejected, and the artist made another one which still stands over the altar today. The first version of the St Matthew and the Angel was purchased by Marchese Vincenzo Giustiniani and then ended up in Berlin, where it was destroyed in the Second World War; no color reproduction exists.",1551-1600,Oil on canvas,200.0
CARAVAGGIO,The Inspiration of Saint Matthew,https://www.wga.hu/html/c/caravagg/04/26conta.html,https://www.wga.hu/art/c/caravagg/04/26conta.jpg,web_gallery_ccaravagg0426conta.jpg,"In 1565 the French Monsignor Matteo Contarelli acquired a chapel in San Luigi dei Francesi in Rome, but when he died twenty years later it had not yet been decorated. The executor of his will, Virgilio Crescenzi, and later his son, Giacomo, undertook the task. The decorative scheme called for a statue of St Matthew and the Angel, commissioned first to Gerolamo Muziano, and then to the Flemish sculptor Cobaert, for the high altar; and for a fresco cycle for the walls and ceiling by Cavalier d'Arpino. The latter decorated the vault in 1591-93, but the walls were left bare (this may reflect at least in part the Crescenzis' intentions to speculate on the interest on the Contarelli estate). On 13 June 1599 a contract was stipulated before a notary by which Caravaggio undertook to execute two paintings for the lateral walls, for which he was paid the following year (1600), after the paintings had been set in place. Later, on 7 February 1602, after Cobaert's statue had been judged unsatisfactory, an altarpiece was entrusted to Caravaggio in a separate contract that called for delivery of the work by 32 May, the Feast of the Pentecost. This painting was rejected, the artist made another one (which was accepted) in a surprisingly brief time, receiving payment for this second work on 22 September.",1551-1600,Oil on canvas,200.0
CARAVAGGIO,The Inspiration of Saint Matthew (detail),https://www.wga.hu/html/c/caravagg/04/26conta1.html,https://www.wga.hu/art/c/caravagg/04/26conta1.jpg,web_gallery_ccaravagg0426conta1.jpg,,1551-1600,Oil on canvas,200.0
CARAVAGGIO,The Crucifixion of Saint Peter,https://www.wga.hu/html/c/caravagg/05/28ceras.html,https://www.wga.hu/art/c/caravagg/05/28ceras.jpg,web_gallery_ccaravagg0528ceras.jpg,"The Crucifixion of St Peter in the church of Santa Maria del Popolo is one of two paintings in the Cerasi Chapel. Three shady characters, their faces hidden or turned away, are pulling, dragging and pushing the cross to which Peter has been nailed by the feet with his head down.",1551-1600,Oil on canvas,200.0
CARAVAGGIO,The Crucifixion of Saint Peter (detail),https://www.wga.hu/html/c/caravagg/05/28ceras1.html,https://www.wga.hu/art/c/caravagg/05/28ceras1.jpg,web_gallery_ccaravagg0528ceras1.jpg,"There are three executioners who fit into a criss-cross pattern, each marked out by the colours of their clothes. They are made anonymous, for two men have their backs to the spectator and the eyes of the third (on the picture) are in darkness.",1551-1600,Oil on canvas,200.0
CARAVAGGIO,The Crucifixion of Saint Peter (detail),https://www.wga.hu/html/c/caravagg/05/28ceras2.html,https://www.wga.hu/art/c/caravagg/05/28ceras2.jpg,web_gallery_ccaravagg0528ceras2.jpg,"Caravaggio has painted St Peter's body with his astonishing feeling for anatomy and the skin structure of an elderly male physique. At the same time, he has chosen the very instant when the Prince of the Apostles is raised into the undignified position in which he will be crucified - upside-down.",1551-1600,Oil on canvas,200.0
CARAVAGGIO,The Crucifixion of Saint Peter (detail),https://www.wga.hu/html/c/caravagg/05/28ceras3.html,https://www.wga.hu/art/c/caravagg/05/28ceras3.jpg,web_gallery_ccaravagg0528ceras3.jpg,,1551-1600,Oil on canvas,200.0
CARAVAGGIO,The Conversion of St. Paul,https://www.wga.hu/html/c/caravagg/05/30conver.html,https://www.wga.hu/art/c/caravagg/05/30conver.jpg,web_gallery_ccaravagg0530conver.jpg,"In 1600 Caravaggio received the commission for two paintings on cypress panel, one (Conversion of St Paul) for the new chapel in Santa Maria del Popolo. The extant painting with the subject is on canvas. The version in the Odeschalci Balbi Collection is on cypress wood as stipulated in the contract of 1600. It is probably a copy therefore it can be assumed that there was one time an original by Caravaggio.",1551-1600,Oil on cypress wood,200.0
CARAVAGGIO,The Incredulity of Saint Thomas,https://www.wga.hu/html/c/caravagg/06/34thomas.html,https://www.wga.hu/art/c/caravagg/06/34thomas.jpg,web_gallery_ccaravagg0634thomas.jpg,"This picture seems to belong to the same group as the second St Matthew and the Angel and The Sacrifice of Isaac because the same model reappears as the apostle at the apex of this composition. Like the first St Matthew and the Angel this picture belonged to Vincenzo Giustiniani and then entered the Prussian royal collection. Fortunately it was kept in Potsdam and so it survived the last war intact. This is the most copied painting of Caravaggio, 22 copies from the 17th century are known.",1551-1600,Oil on canvas,200.0
CARAVAGGIO,The Incredulity of Saint Thomas (detail),https://www.wga.hu/html/c/caravagg/06/34thomax.html,https://www.wga.hu/art/c/caravagg/06/34thomax.jpg,web_gallery_ccaravagg0634thomax.jpg,,1551-1600,Oil on canvas,200.0
CARAVAGGIO,St John the Baptist,https://www.wga.hu/html/c/caravagg/07/40baptis.html,https://www.wga.hu/art/c/caravagg/07/40baptis.jpg,web_gallery_ccaravagg0740baptis.jpg,"In around 1605 Caravaggio dealt with St John the Baptist in two splendid compositions, one in the Kansas City Gallery, the other in the Galleria Nazionale di Arte Antica in Rome. The former is laid out vertically, the latter horizontally. Both lend themselves to a modernistic reading aimed at pointing out a certain air between contempt and arrogance. In effect what we are dealing with here are splendid exercises in modeling the body through the play of light and shadow.",1551-1600,Oil on canvas,200.0
CARAVAGGIO,St John the Baptist,https://www.wga.hu/html/c/caravagg/07/41baptis.html,https://www.wga.hu/art/c/caravagg/07/41baptis.jpg,web_gallery_ccaravagg0741baptis.jpg,"In around 1605 Caravaggio dealt with St John the Baptist in two splendid compositions, one in the Kansas City Gallery, the other in the Galleria Nazionale di Arte Antica in Rome. The former is laid out vertically, the latter horizontally. Both lend themselves to a modernistic reading aimed at pointing out a certain air between contempt and arrogance. In effect what we are dealing with here are splendid exercises in modeling the body through the play of light and shadow.",1551-1600,Oil on canvas,200.0
CARAVAGGIO,St Jerome,https://www.wga.hu/html/c/caravagg/07/43jerome.html,https://www.wga.hu/art/c/caravagg/07/43jerome.jpg,web_gallery_ccaravagg0743jerome.jpg,"The suntan revealed in this upright picture on the old man's face and hands, in contrast to the light colour on his arms and upper body, indicates that Caravaggio was again studying from a living model. Strong shadows disturb the structural features of the upper body. With only a piece of white drapery around his loins, and his Cardinal-red mantle slung across his legs, the old man has his left hand resting on his mantle, which also covers the table, whilst he is pensively stroking his beard with his right hand. Although his head is lowered, he is not looking at the skull in front of him. That said, the skull's empty eye-sockets appear to be staring at him.",1551-1600,Oil on canvas,200.0
CARAVAGGIO,St Jerome,https://www.wga.hu/html/c/caravagg/07/44jerome.html,https://www.wga.hu/art/c/caravagg/07/44jerome.jpg,web_gallery_ccaravagg0744jerome.jpg,"Just as Protestants wished to translate the Bible into local languages to make the Word of God accessible to ordinary believers, so Catholics were keen to justify the use of the standard Latin version, made by St Jerome in the late fourth century. Jerome had been baptized by one pope, had been given his task as translator by another and had called St Peter the first bishop of Rome. Among the Latin Fathers of the Church he was a powerful ally against modern heretics, who attacked the cult of the saints, restricted the use of Latin to the learned and viewed the papacy as the whore of Babylon. It was wholly appropriate that this image was bought by Scipione Borghese soon after he was made a cardinal in 1605 by his uncle, the new Pope Paul V.",1551-1600,Oil on canvas,200.0
CARAVAGGIO,St Jerome (detail),https://www.wga.hu/html/c/caravagg/07/44jeromf.html,https://www.wga.hu/art/c/caravagg/07/44jeromf.jpg,web_gallery_ccaravagg0744jeromf.jpg,,1551-1600,Oil on canvas,200.0
CARAVAGGIO,St Jerome (detail),https://www.wga.hu/html/c/caravagg/07/44jeromx.html,https://www.wga.hu/art/c/caravagg/07/44jeromx.jpg,web_gallery_ccaravagg0744jeromx.jpg,,1551-1600,Oil on canvas,200.0
CARAVAGGIO,St Jerome (detail),https://www.wga.hu/html/c/caravagg/07/44jeromz.html,https://www.wga.hu/art/c/caravagg/07/44jeromz.jpg,web_gallery_ccaravagg0744jeromz.jpg,,1551-1600,Oil on canvas,200.0
CARAVAGGIO,The Death of the Virgin,https://www.wga.hu/html/c/caravagg/07/45death.html,https://www.wga.hu/art/c/caravagg/07/45death.jpg,web_gallery_ccaravagg0745death.jpg,"This, the largest picture that Caravaggio had yet produced, did not end up in the place for which it was made. In 1602 a papal legal adviser, Laerzio Cherubini, commissioned a Death of the Virgin for the Carmelite church of Santa Maria della Scala in Trastevere; it was to be finished by 1603. When they saw it, the friars found it alarming, because the Madonna was modelled on a prostitute with whom Caravaggio was in love (according to Mancini), because her legs were exposed (Baglione), because her swollen body was too realistic (Bellori) - for whichever reason, they felt prompted to reject it. After Caravaggio had left Rome, Rubens urged his master, the Duke of Mantua, to buy it. Along with the rest of the movable Gonzaga collection it was bought by Charles I of England and, after he had been executed, was sold to Louis XIV. What the friars could not endure was favoured at court.",1551-1600,Oil on canvas,200.0
CARAVAGGIO,The Death of the Virgin,https://www.wga.hu/html/c/caravagg/07/45death0.html,https://www.wga.hu/art/c/caravagg/07/45death0.jpg,web_gallery_ccaravagg0745death0.jpg,"This, the largest picture that Caravaggio had yet produced, did not end up in the place for which it was made. In 1602 a papal legal adviser, Laerzio Cherubini, commissioned a Death of the Virgin for the Carmelite church of Santa Maria della Scala in Trastevere; it was to be finished by 1603. When they saw it, the friars found it alarming, because the Madonna was modelled on a prostitute with whom Caravaggio was in love (according to Mancini), because her legs were exposed (Baglione), because her swollen body was too realistic (Bellori) - for whichever reason, they felt prompted to reject it. After Caravaggio had left Rome, Rubens urged his master, the Duke of Mantua, to buy it. Along with the rest of the movable Gonzaga collection it was bought by Charles I of England and, after he had been executed, was sold to Louis XIV. What the friars could not endure was favoured at court.",1551-1600,Oil on canvas,200.0
CARAVAGGIO,The Death of the Virgin (detail),https://www.wga.hu/html/c/caravagg/07/45death1.html,https://www.wga.hu/art/c/caravagg/07/45death1.jpg,web_gallery_ccaravagg0745death1.jpg,"Mary lies as though suspended on the coffin. In the foreground Mary Magdalene is lamenting, drained of emotion and without any hope of redemption.",1551-1600,Oil on canvas,200.0
CARAVAGGIO,St Francis in Meditation,https://www.wga.hu/html/c/caravagg/08/49franci.html,https://www.wga.hu/art/c/caravagg/08/49franci.jpg,web_gallery_ccaravagg0849franci.jpg,"The founder of the Franciscan Order was the first person to experience the miracle of stigmatization of his own body. In other words, he was marked out by Christ's wounds. Here he is reduced to the ideal state of penance in the wilderness - a state equally valid for saints and pious people. Caravaggio shows no sign of reinterpreting the story unconventionally. His rather traditional approach may derive from the fact that the composition is probably a commission from the papal family. They owned the township known as Carpineto, from where an almost identical second version, stored at present in the Palazzo Venezia, Rome, originated. Stylistically, the painting is very closely related to the Brera Supper in Emmaus, which was probably painted in Latium.",1551-1600,Oil on canvas,200.0
CARAVAGGIO,St Francis in Meditation,https://www.wga.hu/html/c/caravagg/08/50franci.html,https://www.wga.hu/art/c/caravagg/08/50franci.jpg,web_gallery_ccaravagg0850franci.jpg,"This seems to be an unconventional composition, and depicts the saint front-on, near a tree trunk, bending over a book. Even so, the artist decides not to depict the joyous devotion to nature expressed in St Francis's hymn to the sun. Once again, the artist has reduced the founder of the Franciscan Order to a simple, ritual model, latterly in the tradition of St Jerome.",1551-1600,Oil on canvas,200.0
CARAVAGGIO,The Crucifixion of St Andrew,https://www.wga.hu/html/c/caravagg/09/54andrew.html,https://www.wga.hu/art/c/caravagg/09/54andrew.jpg,web_gallery_ccaravagg0954andrew.jpg,"St Andrew was patron saint of Constantinople. From that city his body had been snatched by crusaders and brought to Amalfi, just one bay south of Naples. The Count of Benevente, viceroy to Philip III, King of Spain, was charged by his royal master to renovate the crypt in the cathedral of Amalfi, where the saint is buried; and it must have been while he was so engaged that he asked Caravaggio to paint him the scene of the saint's death. The painting was in the viceroy's grandson's inventory in 1653, then disappeared for over two centuries till it was bought from a private Spanish collection.",1551-1600,Oil on canvas,200.0
CARAVAGGIO,Salome with the Head of St John the Baptist,https://www.wga.hu/html/c/caravagg/09/57salome.html,https://www.wga.hu/art/c/caravagg/09/57salome.jpg,web_gallery_ccaravagg0957salome.jpg,"On his way back to Rome Caravaggio returned to Naples. This harsh late work has none of the beauty of some of the late Sicilian pictures, such as the altarpiece stolen from the Oratory of San Lorenzo in Palermo, and it may reflect the assault Caravaggio endured in the Osteria del Cerriglio in the city. A sense of the tired mood of one aware of the pointlessness of a ruthless vendetta pervades the painting.",1551-1600,Oil on canvas,200.0
CARAVAGGIO,St Jerome,https://www.wga.hu/html/c/caravagg/10/59jerome.html,https://www.wga.hu/art/c/caravagg/10/59jerome.jpg,web_gallery_ccaravagg1059jerome.jpg,"This picture of the holy scholar was made for Ippolito Malaspina, a Maltese knight whose coat of arms is on the wooden panel to the right. He was connected by marriage to Caravaggio's patron Ottavio Costa and was a confidant of the Grand Master, who may have been used as the model for the saint (similarly Van Dyck was to use the sister of the Queen of England as model for the Madonna). The saint does indeed look like the knight in a recently discovered portrait by Caravaggio, who has been identified by some as Wignacourt himself.",1551-1600,Oil on canvas,200.0
CARAVAGGIO,St Jerome (detail),https://www.wga.hu/html/c/caravagg/10/59jeromx.html,https://www.wga.hu/art/c/caravagg/10/59jeromx.jpg,web_gallery_ccaravagg1059jeromx.jpg,,1551-1600,Oil on canvas,200.0
CARAVAGGIO,Beheading of Saint John the Baptist,https://www.wga.hu/html/c/caravagg/10/62behead.html,https://www.wga.hu/art/c/caravagg/10/62behead.jpg,web_gallery_ccaravagg1062behead.jpg,"This is the most important painting that Caravaggio made in Malta. It is still in the Oratorio di San Giovanni (now St John Museum) in La Valletta. This is one of Caravaggio's most extraordinary creations, for many it is his greatest masterpiece. It is characterized by a magical balance of all the parts. It is no accident that the artist brings back into the painting a precise reference to the setting, placing behind the figures, as a backdrop, the severe, sixteenth century architecture of the prison building, at the window of which, in a stroke of genius, two figures silently witness the scene (the commentators are thus drawn into the painting, and no longer projected, as in the Martyrdom of St Matthew, toward the outside).",1551-1600,Oil on canvas,200.0
CARAVAGGIO,Beheading of Saint John the Baptist (detail),https://www.wga.hu/html/c/caravagg/10/62beheaf.html,https://www.wga.hu/art/c/caravagg/10/62beheaf.jpg,web_gallery_ccaravagg1062beheaf.jpg,,1551-1600,Oil on canvas,200.0
CARAVAGGIO,Beheading of Saint John the Baptist (detail),https://www.wga.hu/html/c/caravagg/10/62beheag.html,https://www.wga.hu/art/c/caravagg/10/62beheag.jpg,web_gallery_ccaravagg1062beheag.jpg,,1551-1600,Oil on canvas,200.0
CARAVAGGIO,Beheading of Saint John the Baptist (detail),https://www.wga.hu/html/c/caravagg/10/62beheah.html,https://www.wga.hu/art/c/caravagg/10/62beheah.jpg,web_gallery_ccaravagg1062beheah.jpg,,1551-1600,Oil on canvas,200.0
CARAVAGGIO,Burial of St Lucy,https://www.wga.hu/html/c/caravagg/10/64lucy.html,https://www.wga.hu/art/c/caravagg/10/64lucy.jpg,web_gallery_ccaravagg1064lucy.jpg,"St Lucy was a local saint of Syracuse, who had been denounced as a Christian by her former suitor and had died from her tortures in 304. Caravaggio may have worked in haste to produce a picture before the feast of St Lucy on 13 December. His Sicilian biographer states that he owed the commission to his friend Minniti, who may also have helped him paint it.",1551-1600,Oil on canvas,200.0
CARAVAGGIO,Burial of St Lucy (detail),https://www.wga.hu/html/c/caravagg/10/64lucy1.html,https://www.wga.hu/art/c/caravagg/10/64lucy1.jpg,web_gallery_ccaravagg1064lucy1.jpg,The saint is lying in dismal darkness on the bare floor of a bleak vault. She is being confirmed by a bishop and mourned by pious worshipers. Her dark eyesockets are allusions to her martyrdom (she sacrificed her eyes in her martyrdom).,1551-1600,Oil on canvas,200.0
CARAVAGGIO,The Raising of Lazarus,https://www.wga.hu/html/c/caravagg/10/65lazar.html,https://www.wga.hu/art/c/caravagg/10/65lazar.jpg,web_gallery_ccaravagg1065lazar.jpg,"Most of Caravaggio's religious subjects emphasize sadness, suffering and death. In 1609 he dealt with the triumph of life and in doing so created the most visionary picture of his career.",1551-1600,Oil on canvas,200.0
CARAVAGGIO,The Raising of Lazarus (detail),https://www.wga.hu/html/c/caravagg/10/65lazar1.html,https://www.wga.hu/art/c/caravagg/10/65lazar1.jpg,web_gallery_ccaravagg1065lazar1.jpg,,1551-1600,Oil on canvas,200.0
CARAVAGGIO,Nativity with St Francis and St Lawrence,https://www.wga.hu/html/c/caravagg/11/68nativi.html,https://www.wga.hu/art/c/caravagg/11/68nativi.jpg,web_gallery_ccaravagg1168nativi.jpg,"The painting representing the Nativity was stolen in October 1969 from the church of San Lorenzo in Palermo, where it had been since it was made. The composition is less successful than in other cases; the contained and pensive atmosphere, however, shows that at this stage Caravaggio associated the idea of advent of Christ not with the joy of Redemption but with a future that was at best uncertain.",1551-1600,Oil on canvas,200.0
CARAVAGGIO,Salome with the Head of the Baptist,https://www.wga.hu/html/c/caravagg/11/69salome.html,https://www.wga.hu/art/c/caravagg/11/69salome.jpg,web_gallery_ccaravagg1169salome.jpg,"This painting (which was earlier in the Casita del Principe, Escorial) was executed by Caravaggio to send to the Grand Master of Malta to appease him. It essentially follows the earlier version, today in London. The only slight change is in the pose of the executioner. And yet the two works are very obviously different. This later version rises out of an abyss of shadow. The executioner thoughtfully observes the result of his work, instead of lifting up the Baptist's head with certainty.",1551-1600,Oil on canvas,200.0
CARAVAGGIO,St John the Baptist,https://www.wga.hu/html/c/caravagg/11/71baptis.html,https://www.wga.hu/art/c/caravagg/11/71baptis.jpg,web_gallery_ccaravagg1171baptis.jpg,"The painting was executed during the last days of Caravaggio's stay in Naples, together with the Martyrdom of St Ursula.",1551-1600,Oil on canvas,200.0
